ID,JJ,n,age,adjhlg,adjhlgSE,method,sex,yr
31T,12,3,7,22.696632384075848,3.576627781842907,mixed,female,1995
31U,114,3,6,29.2194964394886,3.1658652111156314,mixed,female,1995
31U,12,3,6,28.75634577652859,3.538653299911739,mixed,female,1995
32W,114,5,4,17.534936731834847,3.186453195131552,mixed,female,1995
32W,12,5,4,16.65519542192527,3.508137651151344,mixed,female,1995
34U,114,5,6,24.36953123867927,3.2075680372843336,mixed,female,1995
34U,12,5,6,23.93301924696069,3.5318564581078236,mixed,female,1995
34Y,12,6,2,17.927921768947414,3.6575435212163963,mixed,female,1995
34Y,114,6,2,21.476630298452577,3.2947388217889624,mixed,female,1995
37T,12,4,7,25.302882434582834,3.6366323684138204,mixed,female,1995
37T,114,4,7,26.0674943684627,3.267509681288335,mixed,female,1995
37U,12,4,6,21.17599189833773,3.6213969023172567,mixed,female,1995
37U,114,4,6,21.976210455369735,3.275530004875327,mixed,female,1995
39W,12,4,4,22.952365428573287,3.5896938405393484,mixed,female,1995
39W,114,4,4,24.31976103508661,3.254819105466058,mixed,female,1995
3S,114,4,9,26.058106470435803,3.182518777584965,mixed,female,1995
3S,12,4,9,25.405073900438296,3.548856616158997,mixed,female,1995
3X,12,5,3,18.586871550387453,3.7423871387702814,mixed,female,1995
3X,114,5,3,20.75432518981717,3.3741015448443847,mixed,female,1995
40T,12,4,7,21.3849995939185,3.730782459018139,mixed,female,1995
40T,114,4,7,22.7137873623988,3.3471381143356482,mixed,female,1995
40U,12,3,6,23.13879848228629,3.7080652797905307,mixed,female,1995
40U,114,3,6,23.215886183337236,3.3449827153078595,mixed,female,1995
42U,114,4,6,30.376321531492206,3.214625447451202,mixed,female,1995
42U,12,4,6,30.087862715614847,3.613468668230026,mixed,female,1995
48W,12,4,4,25.57078178946282,3.631481698415847,mixed,female,1995
48W,114,4,4,25.52140108720306,3.270842908868813,mixed,female,1995
49U,12,3,6,21.68700766452095,3.642105220588999,mixed,female,1995
49U,114,3,6,22.05194422247346,3.2648102234377263,mixed,female,1995
50U,114,5,6,21.41551710541159,3.302770758345263,mixed,female,1995
50U,12,5,6,20.508815951875704,3.6879683086163544,mixed,female,1995
50W,114,4,4,21.98447481025473,3.3481274743595235,mixed,female,1995
50W,12,4,4,19.62406914085248,3.7485813571447677,mixed,female,1995
51T,114,4,7,22.300621571427165,3.374866149681768,mixed,female,1995
51T,12,4,7,22.065110762678415,3.790126444198093,mixed,female,1995
53W,114,4,4,16.22977556645021,3.3577076036198448,mixed,female,1995
53W,12,4,4,15.797111307017236,3.6823322750603507,mixed,female,1995
54W,12,5,4,19.479337174401667,3.429492482196473,mixed,female,1995
54W,114,5,4,20.372717741298025,3.0652791749778605,mixed,female,1995
58T,12,3,7,22.196682181463007,3.522598777726788,mixed,female,1995
58T,114,3,7,22.741285761833026,3.1638027569632365,mixed,female,1995
5Q,114,4,11,28.289929393208926,3.3576880739654538,mixed,female,1995
5Q,12,4,11,27.358446263083682,3.7033241107994797,mixed,female,1995
5U,114,7,6,29.09982378464426,3.2283963518832826,mixed,female,1995
5U,12,7,6,28.58289572822034,3.567266769669746,mixed,female,1995
6R,12,4,9,26.112881229660672,3.5366603167133537,mixed,female,1995
6R,114,4,9,26.35184905171883,3.174570536639678,mixed,female,1995
6W,114,4,5,21.506083223955653,3.2074499534629783,mixed,female,1995
6W,12,4,5,20.303895345195283,3.6166897294222426,mixed,female,1995
6Y,114,5,2,15.985502602011673,3.252255095240895,mixed,female,1995
6Y,12,5,2,12.417260821694322,3.601626777482034,mixed,female,1995
7Q,12,4,10,20.769869604001375,3.6540075182162823,mixed,female,1995
7Q,114,4,10,21.53436287498007,3.2534485655582155,mixed,female,1995
7U,12,5,6,21.91051365624949,3.5564277525476293,mixed,female,1995
7U,114,5,6,21.778308532737665,3.2119228825245263,mixed,female,1995
8V,12,5,5,21.182254224926684,3.6475041622266393,mixed,female,1995
8V,114,5,5,21.59118962519063,3.3153759513439214,mixed,female,1995
9Q,114,5,10,24.582105276415557,3.438020468253054,mixed,female,1995
9Q,12,5,10,24.686989361585564,3.8382747299211135,mixed,female,1995
9R,114,6,9,26.217183835199222,3.310008467306428,mixed,female,1995
9R,12,6,9,26.30131707039147,3.669461854794424,mixed,female,1995
9U,12,4,6,23.7852192419615,3.474528944136377,mixed,female,1995
9U,114,4,6,23.569914448899986,3.14357023921512,mixed,female,1995
10T,114,5,8,27.798281847354446,3.568623293658188,mixed,female,1996
10T,12,5,8,27.518324036409506,4.156352963660781,mixed,female,1996
11T,12,4,8,23.054961694495876,4.33834732770027,mixed,female,1996
11T,114,4,8,24.344922307958587,3.7511582895498865,mixed,female,1996
11V,12,6,6,22.27497562793337,4.241869735963041,mixed,female,1996
11V,114,6,6,21.97888533159707,3.626201885494538,mixed,female,1996
12P,12,3,12,26.59224042212273,4.185367206730483,mixed,female,1996
12P,114,3,12,26.535408555561546,3.661573569212448,mixed,female,1996
12T,12,3,8,27.894660359062414,4.27544038502883,mixed,female,1996
12T,114,3,8,23.404418376815055,3.6991828724135805,mixed,female,1996
13S,114,4,9,23.67123796777564,3.825408343825076,mixed,female,1996
13S,12,4,9,23.304660907975038,4.391703822127341,mixed,female,1996
14Z,114,5,2,12.059618650591153,3.7149389156653174,mixed,female,1996
14Z,12,5,2,10.06856011307089,4.296311949707164,mixed,female,1996
15V,12,5,6,23.664946459993235,4.146154342886024,mixed,female,1996
15V,114,5,6,24.57776636982301,3.639521006503601,mixed,female,1996
15Z,114,5,2,17.592318924232536,3.7474091759704877,mixed,female,1996
15Z,12,5,2,12.89308467435659,4.346229204694078,mixed,female,1996
16L,114,7,15,34.06734985857717,3.450938710709459,mixed,female,1996
16L,12,7,15,32.87451078998161,4.019635284804899,mixed,female,1996
16M,12,6,14,24.630770698033544,4.1065407607295725,mixed,female,1996
16M,114,6,14,24.72276289017199,3.5620760748815368,mixed,female,1996
16U,12,4,7,23.96897670823653,4.249901846795553,mixed,female,1996
16U,114,4,7,24.577597193351114,3.7068180028539883,mixed,female,1996
19M,114,4,14,27.131470078366632,3.6845224143053676,mixed,female,1996
19M,12,4,14,25.82589066303673,4.27550713837577,mixed,female,1996
19P,114,4,12,29.772491866416104,3.7767001671685048,mixed,female,1996
19P,12,4,12,29.516938541152648,4.376217647309103,mixed,female,1996
19W,12,6,5,23.55876241852049,4.2993141938350306,mixed,female,1996
19W,114,6,5,24.852684856506738,3.6600008908409705,mixed,female,1996
1QR,114,5,11,24.40811051699263,3.6546952192616255,mixed,female,1996
1QR,12,5,11,23.604468540463976,4.2382461893092565,mixed,female,1996
1T,12,4,8,26.268845811831614,4.267896899404285,mixed,female,1996
1T,114,4,8,27.26493235457249,3.6989714140708445,mixed,female,1996
20R,12,6,10,25.329962693638993,4.229662528694,mixed,female,1996
20R,114,6,10,25.661222462421254,3.668592528886485,mixed,female,1996
20U,114,4,7,27.0141085280154,3.6735500725958325,mixed,female,1996
20U,12,4,7,26.946253769989973,4.324298429122951,mixed,female,1996
20V,114,3,6,23.86687364177016,3.886635517049491,mixed,female,1996
20V,12,3,6,23.085192485527156,4.494164075194044,mixed,female,1996
21I,12,5,18,29.48923992320177,4.305334362108868,mixed,female,1996
21I,114,5,18,29.522330211706596,3.6941871107718707,mixed,female,1996
21W,12,5,6,20.98625538378932,4.419319445893291,mixed,female,1996
21W,114,5,6,21.05081144002885,3.787942875787863,mixed,female,1996
21X,12,3,6,21.465081601418753,4.2628559543816555,mixed,female,1996
21X,114,3,6,21.408526538997293,3.634351366926725,mixed,female,1996
23T,114,6,8,30.865292366655346,3.558632821735331,mixed,female,1996
23T,12,6,8,29.737898718919936,4.159757276292508,mixed,female,1996
23U,114,4,7,22.291632558647173,3.7432356102628366,mixed,female,1996
23U,12,4,7,21.665844587050202,4.358694142640039,mixed,female,1996
25S,114,4,9,29.136382546343885,3.6465893371102625,mixed,female,1996
25S,12,4,9,28.95606170347996,4.315630527043447,mixed,female,1996
26R,114,4,10,26.119586213027812,3.706692569572462,mixed,female,1996
26R,12,4,10,25.53325105484885,4.351023819831639,mixed,female,1996
26S,114,4,9,22.606213993029122,3.580534591576045,mixed,female,1996
26S,12,4,9,22.95294545529851,4.150659293528501,mixed,female,1996
26T,12,5,8,27.671661878672957,4.209518777136577,mixed,female,1996
26T,114,5,8,28.20373260224817,3.671152496042282,mixed,female,1996
27S,12,5,9,24.57624989643156,4.267700038113498,mixed,female,1996
27S,114,5,9,25.017897827029653,3.6639235462968496,mixed,female,1996
28T,12,4,8,26.368457001800603,4.325743869050994,mixed,female,1996
28T,114,4,8,26.614548093416158,3.7726296767989056,mixed,female,1996
28U,114,5,7,24.52116324727873,3.859101120017563,mixed,female,1996
28U,12,5,7,23.905138198499465,4.4876589695649045,mixed,female,1996
28W,12,3,5,23.049346392988888,4.207105612949012,mixed,female,1996
28W,114,3,5,22.86812119770132,3.6307515983168557,mixed,female,1996
29S,12,3,9,24.925960253831914,4.377007564995282,mixed,female,1996
29S,114,3,9,25.160288908381915,3.7557433334085535,mixed,female,1996
29U,114,4,7,28.979312792516733,3.5895418367379763,mixed,female,1996
29U,12,4,7,28.352142533430982,4.196665625693226,mixed,female,1996
29V,12,4,6,20.229829153433823,4.361677848329434,mixed,female,1996
29V,114,4,6,20.311738189552944,3.807092636141588,mixed,female,1996
2Q,114,4,12,18.84396602556849,3.646155256574733,mixed,female,1996
2Q,12,4,12,18.548717007685767,4.256762817498622,mixed,female,1996
2S,114,5,10,24.86422040641842,3.7309867622168778,mixed,female,1996
2S,12,5,10,24.852725322726037,4.316484582221295,mixed,female,1996
2WX,114,4,5,23.480244829662727,3.6944929112023885,mixed,female,1996
2WX,12,4,5,21.858635065624217,4.2813903786481795,mixed,female,1996
30V,114,5,6,20.50135115960508,3.671060619964278,mixed,female,1996
30V,12,5,6,19.745724261983383,4.300131484734334,mixed,female,1996
31T,114,6,8,23.650723846055865,3.7727819266477756,mixed,female,1996
31T,12,6,8,22.884785839612768,4.386448921278309,mixed,female,1996
32W,12,5,5,17.570059697221485,4.141055764427559,mixed,female,1996
32W,114,5,5,17.82197722138259,3.5414612073426377,mixed,female,1996
34U,12,6,7,24.2096405970606,4.149362312981589,mixed,female,1996
34U,114,6,7,24.522792637386207,3.5690928007195213,mixed,female,1996
34Y,12,5,3,21.762201240555694,4.24728946640701,mixed,female,1996
34Y,114,5,3,25.566496683084285,3.676198979434804,mixed,female,1996
37T,114,5,8,26.463798292596188,3.7296876742785456,mixed,female,1996
37T,12,5,8,26.798653295534194,4.287358200210499,mixed,female,1996
37U,12,3,7,21.436985832357347,4.315259747011249,mixed,female,1996
37U,114,3,7,21.956943150020248,3.7008386826197035,mixed,female,1996
39W,12,3,5,24.540466473246166,4.342465020184577,mixed,female,1996
39W,114,3,5,25.20125759145003,3.7224296088930595,mixed,female,1996
3S,114,5,10,26.061049792803374,3.6478660198177586,mixed,female,1996
3S,12,5,10,26.089048501380883,4.238176183533546,mixed,female,1996
3X,12,4,4,20.61625354408553,4.194604456195532,mixed,female,1996
3X,114,4,4,22.38144416781295,3.581496628322252,mixed,female,1996
40T,114,5,8,22.81719799506808,3.601838308518508,mixed,female,1996
40T,12,5,8,22.519885141583405,4.2164735233260195,mixed,female,1996
42U,114,3,7,31.262733627537763,3.6536435958578015,mixed,female,1996
42U,12,3,7,30.22284682859154,4.279046209636897,mixed,female,1996
48W,12,5,5,26.381831278163734,4.180518536340899,mixed,female,1996
48W,114,5,5,26.560089894309755,3.623573792356429,mixed,female,1996
49U,114,6,7,22.256561324009546,3.6939954330976525,mixed,female,1996
49U,12,6,7,22.249866770068117,4.266257769227804,mixed,female,1996
50U,114,4,7,21.92473520252937,3.685975386144691,mixed,female,1996
50U,12,4,7,20.910313781794642,4.313447018882872,mixed,female,1996
50W,114,5,5,23.41939218835757,3.5866633609374206,mixed,female,1996
50W,12,5,5,21.672051487904746,4.150910502304418,mixed,female,1996
51T,114,4,8,22.494884781720472,3.8318395385024226,mixed,female,1996
51T,12,4,8,21.92555764816267,4.414201761819781,mixed,female,1996
54W,114,5,5,22.283271917997844,3.6717020240217426,mixed,female,1996
54W,12,5,5,19.408573612171836,4.271378953663012,mixed,female,1996
58T,114,3,8,22.966938248110747,3.6347051900797145,mixed,female,1996
58T,12,3,8,22.43928954964929,4.215057579394737,mixed,female,1996
5Q,114,4,12,27.87841314828806,3.8890899213316583,mixed,female,1996
5Q,12,4,12,28.10548620424449,4.452125497035266,mixed,female,1996
5U,12,6,7,29.016097437829522,4.204008151846256,mixed,female,1996
5U,114,6,7,29.125022863292422,3.6171072267540256,mixed,female,1996
6R,12,5,10,26.136773419698873,4.326014504956235,mixed,female,1996
6R,114,5,10,26.438806027219126,3.7214240897012134,mixed,female,1996
6W,114,4,6,22.210440610938782,3.7581998293442775,mixed,female,1996
6W,12,4,6,21.406042994168224,4.323882676473486,mixed,female,1996
6Y,114,6,3,21.68871369330628,3.692634628133853,mixed,female,1996
6Y,12,6,3,17.881622126804885,4.2846631724241435,mixed,female,1996
6Z,12,4,2,13.312030926227525,4.328467486340115,mixed,female,1996
6Z,114,4,2,18.221110063916925,3.715204419452767,mixed,female,1996
7Q,12,4,11,21.005289261553365,4.340727176991557,mixed,female,1996
7Q,114,4,11,21.48025306042176,3.698402141338891,mixed,female,1996
7U,12,6,7,21.73139970725284,4.152127323345106,mixed,female,1996
7U,114,6,7,22.068782142010374,3.5737047570871425,mixed,female,1996
7Z,114,5,2,14.687839118888856,3.7883037931953725,mixed,female,1996
7Z,12,5,2,10.610778091175636,4.262891510272633,mixed,female,1996
8V,12,4,6,21.304253342201868,4.341388817657977,mixed,female,1996
8V,114,4,6,22.1458039049707,3.742095447035646,mixed,female,1996
9U,12,6,7,23.807166388710367,4.3163887193628385,mixed,female,1996
9U,114,6,7,23.965135855209684,3.7303244840137766,mixed,female,1996
10T,12,3,9,27.867207286169688,5.324106743645829,mixed,female,1997
10T,114,3,9,27.18360533376938,4.214178249045342,mixed,female,1997
11V,12,3,7,22.676399887256547,5.359405851656799,mixed,female,1997
11V,114,3,7,23.62518525942144,4.190905498517891,mixed,female,1997
12P,12,3,13,26.756607084171222,5.301764404809034,mixed,female,1997
12P,114,3,13,26.89344639123815,4.160556049952655,mixed,female,1997
12T,114,3,9,23.630231533503476,4.086014616644106,mixed,female,1997
12T,12,3,9,23.021914647507852,5.144822779288917,mixed,female,1997
13S,114,2,10,23.97120110843714,4.107447996508728,mixed,female,1997
13S,12,2,10,23.335981401974596,5.289574271838588,mixed,female,1997
16L,12,5,16,30.901445897787873,5.354305716163421,mixed,female,1997
16L,114,5,16,33.94289520033986,4.236896052376683,mixed,female,1997
19P,12,3,13,29.600586139528737,4.961616549672317,mixed,female,1997
19P,114,3,13,29.538630561624224,3.8840326468183752,mixed,female,1997
19W,12,5,6,24.852389866580218,5.412178550269504,mixed,female,1997
19W,114,5,6,25.459917035449106,4.30051013599813,mixed,female,1997
1QR,12,2,12,24.264588180994036,5.221605121022032,mixed,female,1997
1QR,114,2,12,24.962407872583306,4.0903678305904405,mixed,female,1997
20R,12,3,11,25.619211928100608,5.21490875166311,mixed,female,1997
20R,114,3,11,25.827701296552096,4.123339263662113,mixed,female,1997
20V,12,3,7,23.658028602719174,5.16173968296093,mixed,female,1997
20V,114,3,7,24.23615058975047,4.046506170186423,mixed,female,1997
21I,12,2,19,28.22221100482004,5.331093146869351,mixed,female,1997
21I,114,2,19,28.873092203101752,4.1895370227377,mixed,female,1997
21W,12,5,7,21.1722589008661,5.268937704096732,mixed,female,1997
21W,114,5,7,21.356473671926747,4.187982274012185,mixed,female,1997
21X,12,2,7,21.280346314055567,5.357898101074658,mixed,female,1997
21X,114,2,7,22.277413498241987,4.197497520180885,mixed,female,1997
23U,12,3,8,22.356578471216608,5.371312063734748,mixed,female,1997
23U,114,3,8,23.18447914181626,4.1795505000075615,mixed,female,1997
25S,114,3,10,28.628929898998496,4.113556123388373,mixed,female,1997
25S,12,3,10,29.276990080558463,5.239796862004991,mixed,female,1997
26R,114,5,11,25.801380643886525,4.154050257964959,mixed,female,1997
26R,12,5,11,25.408339811383943,5.253988766297228,mixed,female,1997
26S,12,3,10,21.77561302224103,5.325645314274758,mixed,female,1997
26S,114,3,10,23.439267662537,4.210032070672822,mixed,female,1997
26T,12,4,9,28.14313693650548,5.272118503805801,mixed,female,1997
26T,114,4,9,27.687434464675178,4.153686665317296,mixed,female,1997
27S,114,4,10,25.267243544420758,4.251553145474776,mixed,female,1997
27S,12,4,10,25.79163339828589,5.37188650976675,mixed,female,1997
28T,114,4,9,26.602330419357457,4.010189732910976,mixed,female,1997
28T,12,4,9,26.7516332499598,5.090122167349253,mixed,female,1997
28U,114,5,8,24.902037684729876,4.188903544247824,mixed,female,1997
28U,12,5,8,24.393899538492956,5.3496858212553295,mixed,female,1997
28W,114,4,6,23.305257959557274,4.2383286942910905,mixed,female,1997
28W,12,4,6,23.330530187498514,5.350485747278028,mixed,female,1997
29S,12,3,10,25.18039286300888,5.443906488930237,mixed,female,1997
29S,114,3,10,25.077590362303496,4.307510640157745,mixed,female,1997
29U,12,2,8,26.78238008205413,5.385252627141294,mixed,female,1997
29U,114,2,8,26.94890781238943,4.218210991116761,mixed,female,1997
2Q,12,2,13,18.460974818702578,5.152133373771683,mixed,female,1997
2Q,114,2,13,19.4724681151208,4.101598736884172,mixed,female,1997
2S,114,2,11,25.096645867975784,4.163794050140069,mixed,female,1997
2S,12,2,11,24.637927937011547,5.142310824085084,mixed,female,1997
31T,114,4,9,23.923693114139727,4.216081048521741,mixed,female,1997
31T,12,4,9,23.58525111475452,5.2889322286569245,mixed,female,1997
32W,12,2,6,17.887096023385606,5.421749231303021,mixed,female,1997
32W,114,2,6,20.211651019322886,4.231984450156876,mixed,female,1997
34U,114,3,8,25.118507874167648,4.212528518817841,mixed,female,1997
34U,12,3,8,24.729184663604784,5.39949583095886,mixed,female,1997
37T,12,5,9,25.92313870071113,5.229569599617198,mixed,female,1997
37T,114,5,9,26.113612238351763,4.117763581775436,mixed,female,1997
37U,114,2,8,22.524028272813823,4.052214422226371,mixed,female,1997
37U,12,2,8,21.414359770575963,5.214242193340129,mixed,female,1997
39W,12,3,6,24.969106048746553,5.418501919850441,mixed,female,1997
39W,114,3,6,25.464088568431798,4.309790689746911,mixed,female,1997
3S,12,2,11,26.092494158923575,5.555091015782278,mixed,female,1997
3S,114,2,11,26.22139343931807,4.348504138262264,mixed,female,1997
3X,114,3,5,23.884494363971125,4.329028251804318,mixed,female,1997
3X,12,3,5,22.680992819560807,5.504712872364429,mixed,female,1997
40T,12,2,9,22.786574940300348,5.169688194374795,mixed,female,1997
40T,114,2,9,23.188534586277918,4.082225498458783,mixed,female,1997
40U,12,3,8,24.56286358375824,5.127234085055178,mixed,female,1997
40U,114,3,8,25.18692769402259,4.028273392260822,mixed,female,1997
42U,114,4,8,30.8712153294103,4.2804908445663745,mixed,female,1997
42U,12,4,8,30.91044457354902,5.412870698739897,mixed,female,1997
49U,12,5,8,21.50823369595948,5.302918531978203,mixed,female,1997
49U,114,5,8,22.303760811625594,4.187965632151931,mixed,female,1997
50U,12,3,8,21.196816255529246,5.527799286485524,mixed,female,1997
50U,114,3,8,22.17204943582001,4.3159800568799405,mixed,female,1997
50W,12,3,6,22.80867528214779,5.269086786052521,mixed,female,1997
50W,114,3,6,24.333681176954308,4.0919937576702266,mixed,female,1997
51T,12,4,9,19.69417816942852,5.189969952453009,mixed,female,1997
51T,114,4,9,21.709331068608517,4.110988163646234,mixed,female,1997
54W,114,4,6,23.048429859774505,4.230573698716918,mixed,female,1997
54W,12,4,6,22.25719251546186,5.321593481202602,mixed,female,1997
58T,114,2,9,24.0894914447465,4.266565427642654,mixed,female,1997
58T,12,2,9,22.797675263168603,5.4812304489088834,mixed,female,1997
5Q,114,4,13,28.089729950078915,4.343578312495769,mixed,female,1997
5Q,12,4,13,28.070276373725516,5.4493761337177125,mixed,female,1997
5U,114,2,8,28.97405095975925,4.188793442044062,mixed,female,1997
5U,12,2,8,29.20168344866005,5.37292633296686,mixed,female,1997
6R,114,2,11,26.605928158860834,4.2302156334535574,mixed,female,1997
6R,12,2,11,26.447377256031437,5.420517961487537,mixed,female,1997
7Z,114,3,3,19.87577300214741,4.098186916345174,mixed,female,1997
7Z,12,3,3,16.51890772297915,5.230280218851949,mixed,female,1997
8V,12,3,7,22.10946309844015,5.473012912885486,mixed,female,1997
8V,114,3,7,22.619986102549724,4.3150945851548075,mixed,female,1997
A14,12,3,2,15.094915779950343,5.330818182196343,mixed,female,1997
A14,114,3,2,18.816653325813498,4.18467633613232,mixed,female,1997
A2,114,5,2,18.792676530747976,4.253391678300495,mixed,female,1997
A2,12,5,2,15.823084408633605,5.414290486895742,mixed,female,1997
A20,12,3,2,9.77142420429217,5.514024821338413,mixed,female,1997
A20,114,3,2,13.347759208124149,4.399561949350931,mixed,female,1997
A22,12,2,2,14.288007667751542,5.50887788058615,mixed,female,1997
A22,114,2,2,16.990425313071476,4.306182809714994,mixed,female,1997
A28,12,6,2,12.354111591110787,5.332891401159617,mixed,female,1997
A28,114,6,2,16.1731798557023,4.224878859201951,mixed,female,1997
A33,12,3,2,11.349974239824299,5.229590519149418,mixed,female,1997
A33,114,3,2,15.905648911212497,4.15238269927231,mixed,female,1997
A35,12,3,2,12.404845638299971,5.142896565129646,mixed,female,1997
A35,114,3,2,15.785199756807035,4.066009114476267,mixed,female,1997
A36,12,5,2,13.540901418962845,5.234200869272468,mixed,female,1997
A36,114,5,2,17.190674304465823,4.1474568509857015,mixed,female,1997
A44,12,2,2,12.48440540839346,5.2787160913573254,mixed,female,1997
A44,114,2,2,15.802490442509631,4.182376740958663,mixed,female,1997
A5,12,2,2,15.465043385289,5.414111549187081,mixed,female,1997
A5,114,2,2,18.327071594388048,4.270385397395746,mixed,female,1997
A50,114,4,2,18.485977154121485,4.242698620743177,mixed,female,1997
A50,12,4,2,14.837667031511764,5.370040181899965,mixed,female,1997
A53,114,3,2,16.73320488187703,4.211055747144317,mixed,female,1997
A53,12,3,2,13.51033723465616,5.329729971235618,mixed,female,1997
10T,114,4,10,27.66418406148656,3.6152406099833994,mixed,female,1998
10T,12,4,10,27.825764687196717,4.505618866488729,mixed,female,1998
12P,12,2,14,27.368563577933404,4.6408740547433744,mixed,female,1998
12P,114,2,14,27.188107369635542,3.715065519767439,mixed,female,1998
15V,114,4,8,24.472329458646513,3.659846522296986,mixed,female,1998
15V,12,4,8,24.178833905854965,4.5613385970396605,mixed,female,1998
19P,114,3,14,29.787540314593667,3.831515354608739,mixed,female,1998
19P,12,3,14,30.47856793533945,4.774636985575468,mixed,female,1998
19W,12,4,7,25.716933586826595,4.586068016884464,mixed,female,1998
19W,114,4,7,25.59090325758726,3.7078121623571088,mixed,female,1998
20R,114,5,12,25.78849881419432,3.723516977663005,mixed,female,1998
20R,12,5,12,25.96409334056654,4.569118791499161,mixed,female,1998
20V,114,2,8,24.406245020228805,3.692838712870847,mixed,female,1998
20V,12,2,8,23.98396329295893,4.6233421766958545,mixed,female,1998
21W,12,5,8,20.527048838686554,4.6068194473744395,mixed,female,1998
21W,114,5,8,21.31087922113692,3.705093373102648,mixed,female,1998
21X,114,3,8,22.455741936458008,3.8097245305755916,mixed,female,1998
21X,12,3,8,21.853713306674997,4.735580016737156,mixed,female,1998
25S,12,3,11,29.321900397889223,4.639899069327071,mixed,female,1998
25S,114,3,11,29.252642026177266,3.708008146578402,mixed,female,1998
26R,114,6,12,23.136279477292796,3.72355443210426,mixed,female,1998
26R,12,6,12,23.111323320206466,4.637731123957975,mixed,female,1998
26S,114,3,11,22.936997676365937,3.4909203242553803,mixed,female,1998
26S,12,3,11,22.501044594780094,4.350673511884789,mixed,female,1998
26T,114,5,10,28.033830907868342,3.760158443330538,mixed,female,1998
26T,12,5,10,27.82276474022238,4.635332658025538,mixed,female,1998
28T,12,5,10,26.529664515827076,4.625519575563974,mixed,female,1998
28T,114,5,10,26.870421896288498,3.7380856669297198,mixed,female,1998
28U,12,5,9,24.892750818068315,4.527308902680783,mixed,female,1998
28U,114,5,9,25.168855358683793,3.6342443067828696,mixed,female,1998
28W,12,5,7,23.33889647908675,4.5573040100841355,mixed,female,1998
28W,114,5,7,23.74432036410419,3.6650775048885524,mixed,female,1998
29S,114,2,11,24.653509477794774,3.8369178045646346,mixed,female,1998
29S,12,2,11,24.27133964345861,4.78035806652112,mixed,female,1998
29V,114,3,8,21.43322613729886,3.64746968058775,mixed,female,1998
29V,12,3,8,20.638943838359456,4.538298930896624,mixed,female,1998
2Q,114,2,14,20.6164317796356,3.681605364376832,mixed,female,1998
2Q,12,2,14,19.041769169753607,4.603081654343167,mixed,female,1998
31T,12,5,10,23.732877337666554,4.6540181342962805,mixed,female,1998
31T,114,5,10,23.868067027602443,3.7414532978679333,mixed,female,1998
32W,114,6,7,19.3647739951667,3.805253718948101,mixed,female,1998
32W,12,6,7,18.7992966733076,4.7099822676766205,mixed,female,1998
37T,114,4,10,26.378562549797543,3.723680842042064,mixed,female,1998
37T,12,4,10,26.145534607267283,4.584732134871794,mixed,female,1998
39W,114,3,7,25.608013708915912,3.7530424631240566,mixed,female,1998
39W,12,3,7,25.161989468702274,4.664323743535346,mixed,female,1998
3S,12,3,12,26.440406103691434,4.563069743223698,mixed,female,1998
3S,114,3,12,26.19226757656418,3.6790028435619955,mixed,female,1998
40T,12,4,10,22.254165813014833,4.838693385214528,mixed,female,1998
40T,114,4,10,22.75874814788289,3.902201956049046,mixed,female,1998
40U,114,3,9,24.743579804078813,3.872801644804272,mixed,female,1998
40U,12,3,9,24.853639523042755,4.830813990325773,mixed,female,1998
42U,12,5,9,31.380099365687776,4.612794426189699,mixed,female,1998
42U,114,5,9,30.997414803979915,3.714987237601478,mixed,female,1998
49U,12,4,9,21.088165196410966,4.668523286461878,mixed,female,1998
49U,114,4,9,22.405065636379362,3.7737430605309212,mixed,female,1998
50U,12,4,9,21.67882662302364,4.484531687279147,mixed,female,1998
50U,114,4,9,22.186065498207192,3.63428166749545,mixed,female,1998
51T,12,4,10,22.037359326208016,4.542481133755359,mixed,female,1998
51T,114,4,10,22.62753407286934,3.6492261464935694,mixed,female,1998
54W,114,4,7,23.411200579424786,3.5869877700372443,mixed,female,1998
54W,12,4,7,22.460747727954157,4.486626274170853,mixed,female,1998
5Q,12,6,14,28.17719672498329,4.676356755285838,mixed,female,1998
5Q,114,6,14,28.018444307058324,3.763615820702406,mixed,female,1998
6R,114,5,12,27.027257575831268,3.6565578574614284,mixed,female,1998
6R,12,5,12,26.73293365655653,4.559790033986918,mixed,female,1998
7U,114,3,9,22.555156082434713,3.587465093213402,mixed,female,1998
7U,12,3,9,22.317490268185978,4.449941079406711,mixed,female,1998
8V,114,3,8,23.041007223315308,3.7134564823440215,mixed,female,1998
8V,12,3,8,22.68615129372123,4.617821294628986,mixed,female,1998
A14,12,4,3,19.786322920729894,4.595251351132922,mixed,female,1998
A14,114,4,3,22.2892371819133,3.6899910438142167,mixed,female,1998
A20,12,5,3,14.365286085940784,4.7481810953496675,mixed,female,1998
A20,114,5,3,16.664067140704624,3.83348354243601,mixed,female,1998
A28,114,5,3,21.224688142651058,3.6454053634380776,mixed,female,1998
A28,12,5,3,19.346607053360295,4.483038557175472,mixed,female,1998
A33,114,6,3,22.936544459298652,3.6383201044106994,mixed,female,1998
A33,12,6,3,20.029220465769512,4.5164665229557945,mixed,female,1998
A35,114,5,3,18.629540853523583,3.762532901551281,mixed,female,1998
A35,12,5,3,16.861253042725142,4.603493427144523,mixed,female,1998
A44,12,6,3,17.172076636916195,4.545967616962596,mixed,female,1998
A44,114,6,3,18.922703193240846,3.6690019619103342,mixed,female,1998
