ID;Age;Sex;Year;date;wt;hlg;RS;sq.date;GR;Y-int;wtd12;wtd114;Notes;R LX;L LX;Hbase;AgeClass
16F;2;2;1977;45;49.1;16.7;1;6.708203932499369;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16F;2;2;1977;65;52.3;18;1;8.06225774829855;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16F;2;2;1977;102;55;18.2;1;10.099504938362077;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
19F;2;2;1977;25;51.4;15;0;5;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
19F;2;2;1977;46;58.2;16;0;6.782329983125268;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5G;2;2;1978;35;48.1;NA;0;5.916079783099616;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
13G;2;2;1978;5;43.2;19;3;2.23606797749979;2.079298556119746;36.34292329169884;43.54561349009764;58.54359397538936;NA;NA;NA;NA;Ewe
13G;2;2;1978;35;43.2;18.5;3;5.916079783099616;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
13G;2;2;1978;71;57.1;19.5;3;8.426149773176359;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
18G;2;2;1978;35;46.8;NA;0;5.916079783099616;1.8763744932382473;35.69921879502942;42.1989800396067;55.73326925933418;NA;NA;NA;NA;Ewe
18G;2;2;1978;86;53.1;NA;0;9.273618495495704;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
19G;2;2;1978;33;43;15;0;5.744562646538029;2.32117128639004;29.66072833040397;37.701265666459065;54.44387415519043;NA;NA;NA;NA;Ewe
19G;2;2;1978;49;45.9;16.7;0;7;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
19G;2;2;1978;76;49.9;NA;0;8.717797887081348;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21G;2;2;1978;20;43.6;20;4;4.47213595499958;2.233930105819976;33.06507004102685;40.80340392758725;56.91674178086673;NA;NA;NA;NA;Ewe
21G;2;2;1978;35;45.4;21;4;5.916079783099616;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21G;2;2;1978;55;49.9;21.4;4;7.416198487095663;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21G;2;2;1978;132;58.8;23;4;11.489125293076057;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
23G;2;2;1978;4;35.1;NA;0;2;2.0784335676813406;30.94313286463732;38.142826743085486;53.134568066770996;NA;NA;NA;NA;Ewe
23G;2;2;1978;65;47.7;NA;0;8.06225774829855;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1H;2;2;1978;5;42.3;14;4;2.23606797749979;NA;NA;NA;56.4;pregnant;NA;NA;NA;Ewe
1H;2;2;1978;64;49.5;NA;4;8;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1H;2;2;1978;95;54;NA;4;9.746794344808963;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
3H;2;2;1978;35;44.5;20.7;3;5.916079783099616;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
3H;2;2;1978;55;46.3;21.3;3;7.416198487095663;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8H;2;2;1978;1;42.3;17.5;3;1;0.18307270014087335;42.11692729985912;42.751091133147106;NA;NA;NA;NA;NA;Ewe
8H;2;2;1978;35;43.2;17.2;3;5.916079783099616;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6G;2;2;1978;2;40;NA;1;1.4142135623730951;2.323184959746909;36.714520322024725;44.762033022588014;61.51916613724247;NA;NA;NA;NA;Ewe
6G;2;2;1978;64;55.3;NA;1;8;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8G;2;2;1978;35;46.8;NA;3;5.916079783099616;2.5558846505886885;31.679182490717633;40.53276692035685;58.968362905053056;NA;NA;NA;NA;Ewe
8G;2;2;1978;67;52.6;NA;3;8.18535277187245;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14G;2;2;1978;55;52.2;NA;0;7.416198487095663;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
10H;2;2;1979;7;41;13;0;2.6457513110645907;2.928141812418852;35.106900661702724;45.24998389992163;66.3706707928988;NA;NA;NA;NA;Ewe
10H;2;2;1979;19;50.5;15.5;0;4.358898943540674;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
10H;2;2;1979;55;56.8;18.7;0;7.416198487095663;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
10H;2;2;1979;72;59.2;19.4;0;8.48528137423857;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15I;2;2;1979;1;45.5;18;0;1;2.1016781802770264;42.899384156308656;50.17959737278827;NA;NA;NA;NA;NA;Ewe
15I;2;2;1979;27;52.5;20.2;0;5.196152422706632;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15I;2;2;1979;60;60;21.9;0;7.745966692414834;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5I;2;2;1979;11;45.5;19;0;3.3166247903554;2.0581285116656067;39.294594702439255;46.1;61.269232821492935;NA;NA;NA;NA;Ewe
5I;2;2;1979;27;50.3;19.5;0;5.196152422706632;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5I;2;2;1979;48;55;20.5;0;6.928203230275509;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5I;2;2;1979;71;55.5;21.7;0;8.426149773176359;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
2I;2;2;1979;46;56.7;NA;0;6.782329983125268;2.6358080749648454;38.642585413481996;47.77302458516022;66.78510822988164;NA;NA;NA;NA;Ewe
2I;2;2;1979;60;58.7;19;0;7.745966692414834;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
2I;2;2;1979;76;61.8;19.7;0;8.717797887081348;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
7H;2;2;1979;2;45.6;15.6;0;1.4142135623730951;1.7138989649356817;43.05372409205372;48.99067010659092;NA;NA;NA;NA;NA;Ewe
7H;2;2;1979;26;51.5;17.2;0;5.0990195135927845;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
7H;2;2;1979;60;56.5;18.5;0;7.745966692414834;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15H;2;2;1979;19;55.5;13.1;0;4.358898943540674;2.6188498737755297;44.08469805190822;53.15639401466665;72.04615815420955;NA;NA;NA;NA;Ewe
15H;2;2;1979;112;71.8;16.1;0;10.583005244258363;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14I;2;2;1980;22;45.2;20.8;3;4.69041575982343;1.938605554891964;35.85295499767971;42.56828463982547;56.55144650726121;NA;NA;NA;NA;Ewe
14I;2;2;1980;39;47.5;21.2;3;6.244997998398398;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14I;2;2;1980;76;53;22.7;3;8.717797887081348;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14I;2;2;1980;131;58;23.7;3;11.445523142259598;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
26I;2;2;1980;23;47.5;19.1;4;4.795831523312719;2.8593180911959446;35.778301038481644;45.68297890638439;66.30724029818074;NA;NA;NA;NA;Ewe
26I;2;2;1980;42;56;19.5;4;6.48074069840786;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
26I;2;2;1980;61;59.7;20;4;7.810249675906654;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
26I;2;2;1980;100;63.9;NA;4;10;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
26I;2;2;1980;124;66.8;21.5;4;11.135528725660043;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8I;2;2;1980;23;51.5;16.1;0;4.795831523312719;2.555011242297804;39.24799791619641;48.098556859516;66.52785295021006;NA;NA;NA;NA;Ewe
8I;2;2;1980;38;55;16.7;0;6.164414002968976;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8I;2;2;1980;108;65.8;19.7;0;10.392304845413264;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1J;2;2;1980;42;55.8;20.3;4;6.48074069840786;2.1068554257306467;42.969425166038334;50.26757236076929;65.46432054656445;NA;NA;NA;NA;Ewe
1J;2;2;1980;50;58.8;21;4;7.0710678118654755;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1J;2;2;1980;84;62.3;21.7;4;9.16515138991168;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1J;2;2;1980;124;66.3;22.5;4;11.135528725660043;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6I;2;2;1980;22;48.5;14.9;0;4.69041575982343;5.427414881396205;23.043167705199032;41.84373285435548;NA;NA;NA;NA;NA;Ewe
6I;2;2;1980;38;56.5;15.8;0;6.164414002968976;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6I;2;2;1980;62;51.8;16.4;0;7.874007874011811;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
11I;2;2;1980;29;45.8;18.3;3;5.385164807134504;2.271232771584499;34.344648546240464;42.212198867009164;58.59460084844815;NA;NA;NA;NA;Ewe
11I;2;2;1980;50;50.5;19.4;3;7.0710678118654755;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
11I;2;2;1980;77;55.5;20.3;3;8.774964387392123;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
11I;2;2;1980;100;57.5;NA;3;10;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
11I;2;2;1980;108;58.3;21.2;3;10.392304845413264;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
11I;2;2;1980;131;59;21.4;3;11.445523142259598;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
7I;2;2;1980;22;40.5;15.3;1;4.69041575982343;2.9267079945132863;27.127061084163486;37.26517757715751;58.37552234158184;NA;NA;NA;NA;Ewe
7I;2;2;1980;84;54.3;18.5;1;9.16515138991168;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
7I;2;2;1980;108;59;19.2;1;10.392304845413264;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
7I;2;2;1980;132;59.3;19.7;1;11.489125293076057;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21I;2;2;1980;22;47;18.6;4;4.69041575982343;2.400287481599247;35.510009911601855;43.824605747861646;61.137879352637015;NA;NA;NA;NA;Ewe
21I;2;2;1980;41;48.8;19.5;4;6.4031242374328485;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21I;2;2;1980;61;56;20.2;4;7.810249675906654;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21I;2;2;1980;100;61.3;NA;4;10;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21I;2;2;1980;131;61.3;22.1;4;11.445523142259598;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
4J;2;2;1980;29;51;19.5;3;5.385164807134504;2.595894910001754;37.062014585954095;46.05419455420017;64.77838454004282;NA;NA;NA;NA;Ewe
4J;2;2;1980;50;55.5;20.3;3;7.0710678118654755;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
4J;2;2;1980;77;59.8;21.6;3;8.774964387392123;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
22I;2;2;1980;22;44.5;15.8;4;4.69041575982343;1.9768019463085433;35.620180961079605;42.4678229030924;56.72649534181592;NA;NA;NA;NA;Ewe
22I;2;2;1980;50;50.2;NA;4;7.0710678118654755;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
22I;2;2;1980;80;53;18.2;4;8.94427190999916;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
22I;2;2;1980;105;56.5;19.8;4;10.246950765959598;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
22I;2;2;1980;132;57.8;NA;4;11.489125293076057;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1I;2;2;1980;23;48;15.9;1;4.795831523312719;3.2777582506861305;32.979393317623106;44.333547897999864;67.97601816019892;NA;NA;NA;NA;Ewe
1I;2;2;1980;42;55.3;NA;1;6.48074069840786;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1I;2;2;1980;61;58.5;20.2;1;7.810249675906654;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1I;2;2;1980;100;65.5;NA;1;10;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
1I;2;2;1980;108;67;21.1;1;10.392304845413264;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14J;2;2;1981;13;50.3;17.3;0;3.605551275463989;1.770544983597888;44.56759889743313;50.2;63.47170768730778;NA;NA;NA;NA;Ewe
14J;2;2;1981;45;58;NA;0;6.708203932499369;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14J;2;2;1981;80;59.5;21.7;0;8.94427190999916;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
3J;2;2;1981;31;58.4;18.5;0;5.5677643628300215;0.12471938043671382;57.70559187825022;58.137619812082995;59.03722070317301;NA;NA;NA;NA;Ewe
3J;2;2;1981;77;58.8;19.7;0;8.774964387392123;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
9J;2;2;1981;74;54;18.2;1;8.602325267042627;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8J;2;2;1981;19;42;15.5;0;4.358898943540674;2.5915265155172316;31.87448578871878;40.85153363847047;59.54421439489626;NA;NA;NA;NA;Ewe
8J;2;2;1981;33;48.5;16.6;0;5.744562646538029;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8J;2;2;1981;74;53.6;18.9;0;8.602325267042627;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15J;2;2;1981;13;41.5;19.1;4;3.605551275463989;2.0774149753908158;33.72868506713654;40.92485054189032;NA;NA;NA;NA;NA;Ewe
15J;2;2;1981;31;44.7;19.2;4;5.5677643628300215;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15J;2;2;1981;45;47.1;19.3;4;6.708203932499369;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15J;2;2;1981;48;49;19.6;4;6.928203230275509;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
22J;2;2;1981;30;48.5;19;4;5.477225575051661;1.568185257761375;40.26156868023865;45.693762413124055;57.00508267735685;NA;NA;NA;NA;Ewe
22J;2;2;1981;46;51.5;19.3;4;6.782329983125268;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
22J;2;2;1981;74;53.5;20.3;4;8.602325267042627;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6J;2;2;1981;49;52.7;19.7;4;7;NA;NA;NA;55.5;NA;NA;NA;NA;Ewe
6J;2;2;1981;74;55.6;20.6;4;8.602325267042627;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6J;2;2;1981;93;55.5;20.8;4;9.643650760992955;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6J;2;2;1981;126;55;NA;4;11.224972160321824;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5J;2;2;1981;16;50.8;12.5;0;4;1.8689371970750475;43.3242512116998;49.798249662367766;NA;NA;NA;NA;NA;Ewe
5J;2;2;1981;46;56;19.2;0;6.782329983125268;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16K;2;2;1982;8;41;13;0;2.8284271247461903;2.38173674344743;34.69519929972731;42.9455353790292;60.12500250951551;NA;NA;NA;NA;Ewe
16K;2;2;1982;37;50.5;14.5;0;6.082762530298219;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16K;2;2;1982;62;52.5;15.7;0;7.874007874011811;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16K;2;2;1982;115;60.3;18;0;10.723805294763608;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
17K;2;2;1982;8;39;14.2;0;2.8284271247461903;2.397305426367621;32.32605775287145;40.63032374980889;57.92208779019854;NA;NA;NA;NA;Ewe
17K;2;2;1982;65;52;NA;0;8.06225774829855;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
17K;2;2;1982;108;57;18.3;0;10.392304845413264;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
2K;2;2;1982;20;37;14;0;4.47213595499958;2.0898297411021947;27.293904713317716;34.533074936495716;49.60701685906585;NA;NA;NA;NA;Ewe
2K;2;2;1982;37;41;14.7;0;6.082762530298219;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
2K;2;2;1982;73;42;15.5;0;8.54400374531753;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
2K;2;2;1982;115;51.5;16.8;0;10.723805294763608;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8K;2;2;1982;26;40;16.8;1;5.0990195135927845;2.8261909681935915;26.742070787471363;36.531996301293965;56.91731175487433;NA;NA;NA;NA;Ewe
8K;2;2;1982;38;46;NA;1;6.164414002968976;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8K;2;2;1982;60;48;18.4;1;7.745966692414834;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8K;2;2;1982;115;57;20.6;1;10.723805294763608;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6L;2;2;1982;19;44.5;19.4;3;4.358898943540674;0.9715133633112132;41.537074035713715;44.90239632622376;51.90992221578754;NA;NA;NA;NA;Ewe
6L;2;2;1982;38;49.5;NA;3;6.164414002968976;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
6L;2;2;1982;89;50;21;3;9.433981132056603;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5K;2;2;1982;10;40.5;15.2;0;3.1622776601683795;2.1613915848782725;33.6691032521737;41.15616370219203;56.74628120391901;NA;NA;NA;NA;Ewe
5K;2;2;1982;47;48.5;17.1;0;6.855654600401044;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
5K;2;2;1982;72;52;18.4;0;8.48528137423857;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14K;2;2;1982;38;48;19.8;4;6.164414002968976;1.4295784358670078;39.617299417080915;44.56935911892423;54.880908376832956;NA;NA;NA;NA;Ewe
14K;2;2;1982;54;51;20.3;4;7.3484692283495345;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
14K;2;2;1982;72;51.3;21.1;4;8.48528137423857;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
20L;2;2;1983;13;44;17.9;0;3.605551275463989;2.311987290103984;35.664011277309044;43.672735250229245;NA;NA;NA;NA;NA;Ewe
20L;2;2;1983;44;51;18.6;0;6.6332495807108;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16L;2;2;1983;9;47;20.5;0;3;1.4479018003811086;43.595569047570685;48.611100884090845;59.05481657023978;NA;NA;NA;NA;Ewe
16L;2;2;1983;32;53.3;22.3;0;5.656854249492381;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16L;2;2;1983;100;57.5;24.9;0;10;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
10L;2;2;1983;19;45;NA;0;4.358898943540674;2.9984771486024386;31.984411376290865;42.37113621904971;63.9991518919191;NA;NA;NA;NA;Ewe
10L;2;2;1983;44;52;20.4;0;6.6332495807108;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
10L;2;2;1983;70;57;21.5;0;8.366600265340756;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
24M;2;2;1983;9;47.3;18.5;0;3;1.413685633542611;42.37661436343192;47.27362139802352;57.470535872766376;NA;NA;NA;NA;Ewe
24M;2;2;1983;34;49.5;19.7;0;5.830951894845301;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
24M;2;2;1983;105;57.3;21.9;0;10.246950765959598;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8M;2;2;1983;13;48.5;17.2;0;3.605551275463989;1.7852926064423216;41.773558098086625;47.95781168680283;60.83512725707129;NA;NA;NA;NA;Ewe
8M;2;2;1983;36;52;18.7;0;6;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
8M;2;2;1983;91;59;21.1;0;9.539392014169456;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
12L;2;2;1983;13;47;17;0;3.605551275463989;2.0869822189554146;39.86118769842933;47.09049410489089;62.143896850216294;NA;NA;NA;NA;Ewe
12L;2;2;1983;36;53;18.7;0;6;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
12L;2;2;1983;100;60.5;21;0;10;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
18M;2;2;1983;13;49;21.9;0;3.605551275463989;1.317236292138806;44.87301679169206;48.9;58.937148682858094;NA;NA;NA;NA;Ewe
18M;2;2;1983;46;55;23.7;0;6.782329983125268;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
18M;2;2;1983;105;57.8;25.5;0;10.246950765959598;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
34M;2;2;1984;18;41.6;16;0;4.242640687119285;3.15110821930768;28.16804233748753;39.083481209169335;61.812424795035625;NA;NA;NA;NA;Ewe
34M;2;2;1984;69;54;19;0;8.306623862918075;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
34M;2;2;1984;85;57.5;19.5;0;9.219544457292887;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
3M;2;2;1984;33;56.5;19.7;0;5.744562646538029;2.2845122536326836;43.478896920774375;51.39244736735799;67.87063425281053;NA;NA;NA;NA;Ewe
3M;2;2;1984;54;60.5;19.8;0;7.3484692283495345;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
3M;2;2;1984;74;63;21.5;0;8.602325267042627;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
21M;2;2;1984;27;48.5;18.7;0;5.196152422706632;2.987465210678501;32.97667540778113;43.325254897571455;NA;NA;NA;NA;NA;Ewe
21M;2;2;1984;62;56.5;20.9;0;7.874007874011811;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
20M;2;2;1984;25;47.5;18.5;0;5;2.7667999370963288;34.31092148798163;43.895116470083316;63.852044416359135;NA;NA;NA;NA;Ewe
20M;2;2;1984;42;53;18.9;0;6.48074069840786;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
20M;2;2;1984;69;58;21.5;0;8.306623862918075;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
20M;2;2;1984;85;59;21.9;0;9.219544457292887;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16M;2;2;1984;14;48;13.8;0;3.7416573867739413;2.720022185576489;36.52322380037234;45.9453806512093;65.56490067577252;NA;NA;NA;NA;Ewe
16M;2;2;1984;31;50;NA;0;5.5677643628300215;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16M;2;2;1984;60;57;15.8;0;7.745966692414834;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
16M;2;2;1984;88;63;17.2;0;9.38083151964686;NA;NA;NA;NA;NA;NA;NA;NA;Ewe
15M;2;2;1984;18;49;17.1;0;4.242640687119285;2.687190239403077;37.939725151420376;47.248152140712634;NA;NA;NA;NA;NA;Ewe
